loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2064,5,1,1,-0.840589565226453,-0.711483560692221,20,0.5049814188967743,2600000,1200000,9000000,1300000,0
2065,0,0,0,0.37087902345163354,0.9363266036247444,20,1.4852018244615282,3300000,5200000,17700000,6400000,0
2066,4,1,1,1.4398218958146511,1.9758846938649777,8,-0.33023596809331185,15700000,14400000,19500000,11200000,1
2067,5,1,1,0.9053504596331423,0.02947805681943463,14,-0.1388319835747505,2300000,2800000,24500000,4700000,0
2068,2,1,0,0.7628247433180733,0.2064241147326658,10,1.4852018244615282,18100000,12700000,15800000,6000000,0
2069,0,0,1,-0.8762209943052203,-0.7667792037901057,8,0.7079856449013091,3500000,4200000,7100000,3200000,0
2070,4,0,1,0.5134047397667025,0.5603162305591282,12,0.30777731363522615,18600000,1400000,23800000,6400000,0
2071,5,0,0,1.3685590376571166,2.2523629093544013,16,-0.6956435749014745,17200000,11300000,25200000,4900000,1
2072,2,0,1,0.12145901990026277,-0.09217235799591181,14,-0.7130439371304347,10200000,700000,11100000,5500000,1
2073,0,0,0,-1.695743863116867,-1.6183321074975308,2,1.6534053260081427,200000,400000,700000,200000,0
2074,0,1,0,1.1904018922632802,0.4939614588416665,18,-0.4056375377521391,17000000,3600000,24200000,12300000,1
2075,3,0,0,1.154770463184513,0.2285423719718197,8,1.566403514863342,4700000,8800000,18300000,10000000,0
2076,4,1,0,-1.1969038560141254,-1.0543165478991063,8,-1.1886538380553449,2700000,800000,3500000,2400000,1
2077,2,1,0,-1.26816671417166,-1.2091443485731836,16,0.9921915613076578,2500000,800000,5700000,1100000,0
2078,1,1,1,-1.7313752921956342,-1.6183321074975308,2,-0.12143162134579034,500000,100000,500000,100000,0
2079,1,0,1,-1.4463238595654964,-1.2644399916710685,14,1.148794821368299,2000000,200000,3800000,1400000,0
2080,3,1,1,1.3329276085783492,1.1022135329183986,8,-0.7362444201023816,17200000,600000,24400000,12400000,1
2081,0,0,1,-1.4463238595654964,-1.319735634768953,8,-1.7164648256671353,500000,600000,3700000,700000,1
2082,0,1,1,1.2616647504208147,0.8699718319072828,14,0.45278033220989383,18800000,16400000,22900000,12000000,0
2083,5,0,1,-0.9474838524627548,-0.689365303453067,2,0.8413884219900034,1700000,2000000,9200000,2100000,0
2084,1,0,0,-0.9474838524627548,-0.689365303453067,8,1.3633992888588071,2400000,1200000,5500000,1100000,0
2085,5,1,1,0.3352475943728663,-0.33547318762660466,20,1.4388008585176344,13900000,4800000,18000000,3600000,0
2086,5,1,0,0.9053504596331423,0.12901021439562718,18,1.5780037563493154,5100000,1900000,20700000,5000000,0
2087,3,1,0,1.0478761759482114,0.5492571019395512,10,0.04677188020082421,9800000,15500000,26100000,5200000,0
2088,0,0,1,0.12145901990026277,0.48290233022208956,16,0.9167899916488306,2600000,2700000,18300000,6000000,0
2089,0,1,1,-1.3037981432504273,-1.2644399916710685,4,1.3982000133167274,3000000,1000000,4600000,1000000,0
2090,0,1,1,-1.5175867177230307,-1.3860904064864148,2,0.1047730876306913,300000,1200000,2000000,500000,0
2091,4,0,1,-1.695743863116867,-1.551977335780069,4,-0.8290463519901689,700000,100000,1100000,400000,0
2092,0,0,0,-0.3417495581237115,-0.08111322937633486,4,1.4156003755456876,2700000,6000000,9900000,4200000,0
2093,2,1,0,-1.26816671417166,-1.2533808630514915,4,1.0211921650225912,2800000,0,5300000,1400000,0
2094,1,1,0,-0.16359241272987524,-0.1364088724742196,8,-0.4636387451820062,13300000,6400000,9800000,2200000,1
2095,1,0,1,-0.6268009907538495,-0.8441931041271443,12,0.2787767099202926,6400000,1700000,8700000,1600000,0
2096,4,1,1,1.012244746869444,1.7989386359517465,10,0.31357743437821284,16500000,15200000,25400000,5000000,0
2097,0,1,0,1.0835076050269785,1.257041333592476,20,-1.4960602374336405,5800000,5600000,23700000,5800000,1
2098,5,1,0,-1.4819552886442635,-1.363972149247261,16,1.206796028798166,2100000,900000,3100000,800000,0
2099,1,0,1,-0.05669812549357349,0.0073597995802807325,10,-0.9914497327937967,5700000,7300000,14400000,3300000,1
2100,3,0,1,0.37087902345163354,0.32807452954801225,14,-0.3592365718082454,11800000,4200000,16200000,7500000,1
2101,3,1,0,-0.1992238418086425,0.14006934301520413,6,-0.388237175523179,1800000,5600000,12200000,3900000,1
2102,2,0,1,-0.7693267070689185,-0.8663113613662983,8,-1.1944539587983316,7700000,2600000,7700000,4000000,1
2103,1,1,0,1.012244746869444,1.5666969349406306,2,0.9921915613076578,17600000,12800000,20400000,4000000,0
2104,5,0,1,-0.3417495581237115,-0.5566557600181437,4,1.1139940969103788,4400000,6100000,8600000,4900000,0
2105,5,1,1,0.9409818887119096,0.04053718543901158,8,-1.1190523891395043,6500000,9100000,26300000,4600000,1
2106,0,1,0,0.19272187805779725,0.46078407298293567,18,-0.32443584735032516,6400000,2800000,19900000,6400000,1
2107,5,0,0,1.4041904667358838,0.31701540092843533,18,-0.52744007335486,24600000,5200000,20000000,6100000,1
2108,4,1,1,0.47777331068793527,0.3612519154067431,16,-1.623662893779348,17700000,3600000,13900000,8300000,1
2109,4,0,0,0.6559304560817715,-0.047935843517604014,2,-0.6028416430136873,12000000,7000000,15500000,4000000,1
2110,3,1,0,1.4398218958146511,1.3565734911686684,18,0.3019771928922394,8500000,7300000,31700000,6800000,0
2111,2,0,1,-1.410692430486729,-1.2644399916710685,2,1.1951957873121926,2700000,800000,2900000,500000,0
2112,4,1,0,-1.1969038560141254,-1.175966962714453,12,1.2821975984569933,3200000,1900000,4900000,1500000,0
2113,5,0,1,1.4754533248934183,1.5114012918427457,20,0.1047730876306913,14300000,10800000,33900000,10600000,0
2114,2,1,1,1.154770463184513,0.604552745037436,12,0.748586490102216,22400000,9000000,31400000,8400000,0
2115,5,1,1,-0.02106669641480624,-0.501360116920259,6,1.3865997718307541,12600000,8600000,19800000,3500000,0
2116,3,0,0,-1.0187467106202892,-0.9658435189424908,2,-1.6352631352653215,1400000,2100000,4300000,1500000,1
2117,2,0,0,-0.1992238418086425,-0.6119514031160284,16,-1.1364527513684644,1800000,6000000,17000000,2700000,1
2118,5,1,1,-0.3417495581237115,-0.6783061748334901,6,-0.10983137985981693,6600000,1500000,11300000,3400000,0
2119,1,1,0,-0.8049581361476857,-0.921607004464183,18,-0.022829568715016294,7900000,400000,7300000,1500000,0
2120,1,1,0,0.5490361688454698,0.615611873657013,4,-1.0726514231956106,12800000,11900000,17700000,3900000,0
2121,3,1,1,-0.6624324198326168,-0.8773704899858752,6,0.7427863693592293,4800000,2000000,8000000,4600000,0
2122,0,1,0,0.442141881609168,-0.2027636441916813,2,0.38317888329405336,8800000,4000000,14200000,4900000,0
2123,2,0,0,-0.127960983651108,0.28383801506970446,14,0.4353799699809337,5800000,7200000,13100000,6500000,0
2124,0,0,0,-0.3417495581237115,0.02947805681943463,16,-1.7164648256671353,3000000,5200000,16200000,3100000,1
2125,5,0,1,0.727193314239306,0.04053718543901158,4,-0.7304442993593948,7600000,9000000,22400000,9400000,1
2126,4,0,1,-0.05669812549357349,-0.5455966313985667,18,-1.3336568566300127,10900000,2200000,13700000,6600000,1
2127,4,0,0,0.19272187805779725,0.5713753591787052,20,-0.022829568715016294,5100000,10900000,12700000,7900000,0
2128,4,0,0,-0.5911695616750823,-0.7557200751705287,2,-0.19103307026163086,5700000,1900000,10200000,2700000,0
2129,3,1,0,-0.1992238418086425,0.10689195715647327,16,0.4121794870089869,10500000,3600000,12400000,5800000,0
2130,2,0,0,-1.695743863116867,-1.5851547216388,18,1.2705973569710198,300000,300000,900000,400000,0
2131,5,1,1,0.9053504596331423,0.8699718319072828,10,1.3285985644008869,3100000,7300000,17600000,7300000,0
2132,5,0,0,-1.6244810049593326,-1.540918207160492,12,-0.846446714219129,1400000,500000,1000000,300000,1
2133,0,0,1,0.299616165294099,0.0073597995802807325,16,-1.165453355083398,15200000,3200000,12200000,6500000,1
2134,0,0,0,0.727193314239306,0.615611873657013,10,1.067593130966485,9500000,11400000,27900000,8600000,0
2135,2,1,1,1.2260333213420476,1.3012778480707838,6,-0.3592365718082454,21300000,16400000,21500000,4600000,1
2136,0,0,1,0.47777331068793527,0.19536498611308886,16,0.9225901123918173,16200000,7100000,15200000,3100000,0
2137,2,0,0,0.727193314239306,0.6930257739940515,12,0.5745828678126147,11400000,13400000,22600000,4800000,0
2138,5,1,0,-1.1612724269353583,-1.0764348051382602,14,-1.467059633718707,3800000,1300000,4900000,1700000,1
2139,3,1,1,0.5490361688454698,1.1132726615379755,20,-0.011229327229042876,13100000,3600000,20700000,8600000,0
2140,4,0,1,1.3329276085783492,1.3233961053099377,2,-1.124852509882491,16300000,6200000,26100000,5800000,0
2141,2,1,0,-0.09232955457234074,0.07371457129774242,20,1.508402307433475,1700000,3300000,13400000,5100000,0
2142,5,0,1,-0.23485527088740973,0.15112847163478108,10,1.1951957873121926,3500000,4400000,11200000,2800000,0
2143,0,1,0,-1.0900095687778237,-0.9105478758446061,2,-0.8812474386770492,2700000,3800000,7100000,1600000,0
2144,2,0,0,0.6202990270030043,0.825735317428975,20,-1.2002540795413181,2100000,2200000,20300000,8200000,1
2145,5,1,1,0.5490361688454698,0.09583282853689633,12,1.224196391027126,13100000,5000000,14700000,5000000,0
2146,2,0,0,-0.6268009907538495,-0.7999565896488365,20,1.3285985644008869,4800000,2100000,13200000,2600000,0
2147,3,1,0,0.8340876014756078,0.9142083463855906,16,0.5803829885556014,19300000,3000000,20700000,8900000,0
2148,0,1,1,-0.1992238418086425,-0.30229580176787385,18,0.690585282672349,10300000,200000,9200000,3100000,0
2149,1,1,1,1.58234761212972,1.699406478375554,12,-0.98564961205081,5400000,8000000,30800000,10500000,1
2150,1,0,0,-1.5175867177230307,-1.3418538920081071,4,-1.5192607204055872,900000,1000000,2600000,400000,0
2151,2,0,0,-0.37738098720247876,-0.23594103005041214,4,0.5513823848406679,6400000,6900000,15400000,4300000,0
2152,2,1,0,0.6915618851605387,1.1685683046358604,18,-1.3104563736580657,3400000,13700000,14900000,4500000,1
2153,3,0,0,-0.555538132596315,-0.7336018179313748,18,0.052572000943810926,7300000,0,12700000,2500000,0
2154,3,0,1,1.6536104702872545,2.307658552452286,6,0.18017465728951854,3500000,5500000,28500000,7500000,0
2155,0,1,0,-0.5911695616750823,-0.479241859681105,6,-0.9334485253639296,5300000,1400000,11600000,1900000,1
2156,1,0,1,-0.16359241272987524,-0.1806453869525274,20,1.3749995303447806,5600000,7700000,11900000,2500000,0
2157,4,0,0,-0.4486438453600132,-0.5234783741594128,10,1.3517990473728339,7500000,2500000,14100000,4200000,0
2158,4,1,1,-0.30611812904494423,-0.6119514031160284,20,1.525802669662435,7400000,900000,9100000,3400000,0
2159,2,0,0,-0.9118524233839875,-0.711483560692221,4,0.4875810566678141,0,600000,9700000,2600000,0
2160,0,1,1,0.6915618851605387,1.046917889820514,6,-0.3360360888362986,6400000,2600000,24500000,4700000,1
2161,1,1,0,0.0858275908214955,-0.4018279593440664,8,0.8877893879338971,10000000,4200000,14400000,3000000,0
2162,0,1,0,0.47777331068793527,-0.10323148661548875,2,-0.5100397111258999,1600000,9200000,23100000,3500000,1
2163,3,1,0,-0.5911695616750823,-0.7778383324096827,12,-1.2466550454852119,6100000,4000000,10700000,4000000,1
2164,4,1,0,0.5846675979242371,0.4054884298850509,2,0.8645889049619502,15600000,7900000,19900000,8600000,0
2165,1,1,1,-0.16359241272987524,-0.5566557600181437,4,0.1047730876306913,2200000,100000,12900000,4300000,0
2166,4,0,1,-1.4819552886442635,-1.3971495351059917,4,-0.09823113837384351,1300000,800000,1800000,1100000,0
2167,0,0,0,0.01456473266396101,0.5271388447003973,18,0.31937755512119953,4400000,0,17100000,7100000,0
2168,0,1,1,0.6915618851605387,0.6377301308961668,20,-1.2756556492001454,11800000,10800000,21100000,6200000,1
2169,3,0,1,-0.3417495581237115,-0.047935843517604014,6,0.4585804529528806,6600000,3700000,10500000,5600000,0
2170,2,0,0,-0.16359241272987524,-0.03687671489802706,6,-1.101652026910544,12900000,6800000,16100000,5800000,1
2171,2,0,1,-0.5199067035175478,-0.4018279593440664,8,-0.057630293172936546,1600000,5200000,10900000,3000000,0
2172,5,0,0,0.299616165294099,-0.14746800109379654,14,-1.1770535965693714,12400000,600000,20400000,3000000,1
2173,2,0,0,-1.5888495758805652,-1.4413860495842996,16,-1.0146502157657435,900000,500000,2300000,300000,1
2174,0,0,0,-0.05669812549357349,0.14006934301520413,2,-1.2582552869711854,3300000,3500000,15000000,5800000,0
2175,5,0,1,0.47777331068793527,0.9695039894834753,6,-1.124852509882491,14700000,12400000,25400000,4300000,1
2176,2,0,0,0.6915618851605387,0.5160797160808204,10,-0.2142335532335777,3900000,9400000,22800000,8000000,0
2177,3,0,1,0.5846675979242371,-0.19170451557210436,14,1.0559928894805115,4900000,4000000,25800000,9600000,0
2178,1,1,1,-1.5175867177230307,-1.4303269209647227,4,1.4620013414895812,900000,200000,2200000,1000000,0
2179,5,1,0,0.9053504596331423,1.4008100056469763,2,0.8877893879338971,18400000,12200000,16900000,8000000,0
2180,5,0,1,-0.6624324198326168,-0.8331339755075674,4,-0.6434424882145942,5000000,2900000,10600000,1900000,1
2181,2,1,1,-0.05669812549357349,-0.14746800109379654,2,-0.08083077614488339,9900000,1400000,9900000,7000000,0
2182,3,1,0,0.7628247433180733,0.6266710022765899,16,-0.2316339154625378,2100000,10700000,21100000,3600000,0
2183,3,0,0,0.19272187805779725,0.604552745037436,6,-0.6550427297005675,6400000,9700000,20200000,4100000,1
2184,4,0,1,0.7984561723968405,0.35019278678716614,8,-0.9624491290788632,10000000,2900000,26800000,6700000,1
2185,4,1,0,-0.6268009907538495,-0.8994887472250291,20,-0.5564406770697935,8200000,3200000,7300000,2500000,1
2186,2,0,1,1.4754533248934183,1.1243317901575527,4,1.3169983229149136,25900000,15900000,19300000,11000000,0
2187,3,1,1,1.0835076050269785,0.9031492177660136,20,0.33097779660717297,15700000,2900000,28100000,6200000,0
2188,5,0,0,0.5490361688454698,0.6930257739940515,10,-0.887047559420036,12700000,11100000,20200000,6400000,1
2189,0,0,1,-0.30611812904494423,-0.16958625833295046,4,1.3575991681158204,8700000,3400000,12000000,3100000,0
2190,2,0,0,0.26398473621533175,0.7262031598527824,8,-1.4264587885178,12500000,2300000,12200000,6800000,1
2191,2,0,1,0.19272187805779725,0.6487892595157437,18,1.6418050845221692,9800000,1600000,20900000,6000000,0
2192,0,1,1,-0.5199067035175478,-0.5787740172572976,12,0.23817586471938562,10300000,2400000,9100000,2700000,0
2193,1,0,1,0.9409818887119096,0.19536498611308886,6,0.12217344985965144,22600000,7900000,27400000,10200000,0
2194,0,0,1,0.9766133177906767,0.9031492177660136,10,-0.07503065540189667,12500000,9300000,27500000,9700000,0
2195,3,1,0,0.22835330713656452,0.02947805681943463,16,-1.0204503365087303,4700000,3000000,16400000,5600000,1
2196,5,0,0,0.442141881609168,0.593493616417859,14,-0.4926393488969397,4300000,3600000,18300000,9100000,1
2197,5,1,1,-0.9831152815415221,-1.1538487054752988,18,-0.04603005168696313,1600000,3900000,6200000,2800000,0
2198,4,0,1,1.6179790412084873,0.5271388447003973,6,-1.6294630145223348,3200000,16500000,28100000,6600000,1
2199,1,1,1,-1.4463238595654964,-1.2423217344319144,16,-1.3916580640598797,2500000,300000,2100000,600000,1
2200,5,0,1,0.7628247433180733,1.3233961053099377,12,-0.37663693403720555,8400000,12800000,28100000,4800000,1
2201,2,1,1,-0.4486438453600132,-0.4128870879636433,16,0.38317888329405336,9000000,2400000,8000000,3800000,0
2202,4,1,1,1.5110847539721854,1.046917889820514,16,-1.0494509402236638,18100000,0,26700000,5100000,1
2203,2,1,1,0.7628247433180733,0.7483214170919363,12,0.2323757439763989,0,11400000,14600000,3800000,0
2204,0,0,0,0.9053504596331423,0.5050205874612435,12,-0.31863572660733847,4300000,5200000,29500000,7300000,1
2205,4,0,0,-0.1992238418086425,0.018418928199857684,10,1.4098002548027009,13200000,6900000,10800000,2200000,0
2206,1,1,1,1.724873328444789,1.7436429928538617,20,-0.23743403620552453,12100000,6100000,38600000,12100000,0
2207,0,1,1,-1.553218146801798,-1.4524451782038765,18,0.290376951406266,400000,1300000,2800000,500000,0
2208,0,0,0,-0.555538132596315,-0.31335493038745077,16,-0.7014436956444613,9700000,6000000,7900000,4700000,1
2209,1,0,1,-1.695743863116867,-1.563036464399646,14,-1.6004624108074013,100000,100000,1100000,100000,1
2210,5,1,1,0.12145901990026277,0.17324672887393497,2,-1.4264587885178,1100000,4500000,19300000,5200000,0
2211,4,1,1,-0.8049581361476857,-0.7446609465509518,10,-0.45783862443901946,1500000,1200000,9100000,3700000,1
2212,5,1,1,-0.05669812549357349,0.08477369991731938,8,-0.5506405563268069,12400000,4900000,14900000,6100000,1
2213,4,1,0,-1.5888495758805652,-1.4856225640626073,12,-0.9508488875928898,400000,0,1700000,700000,1
2214,0,0,0,-0.7336952779901512,-0.7778383324096827,6,0.4817809359248274,3200000,4900000,10200000,3200000,0
2215,0,0,0,-1.1612724269353583,-1.0321982906599525,18,-1.4612595129757202,2900000,700000,6700000,1000000,1
2216,4,0,1,0.01456473266396101,0.06265544267816547,6,1.549003152634382,11200000,8300000,19200000,3600000,0
2217,5,0,0,-1.3037981432504273,-1.2202034771927606,14,1.624404722293209,3700000,1800000,2800000,2100000,0
2218,2,0,1,0.5846675979242371,1.1464500473967065,10,0.4237797284949603,11100000,8600000,25100000,5000000,0
2219,3,1,0,-0.27048669996617697,-0.28017754452871996,18,-0.6840433334155012,9300000,900000,13200000,6100000,1
2220,3,0,1,0.9766133177906767,0.4939614588416665,4,0.968991078335711,18100000,10500000,20500000,7700000,0
2221,3,1,0,0.12145901990026277,0.07371457129774242,18,0.928390233134804,12700000,2300000,16400000,7200000,0
2222,0,1,0,-1.6244810049593326,-1.4635043068234534,2,1.4910019452045147,1100000,500000,1800000,300000,0
2223,1,0,0,1.2616647504208147,1.2791595908316298,10,0.7833872145601363,11800000,9100000,20700000,11200000,0
2224,3,0,0,-0.9118524233839875,-0.6451287889747592,4,1.2183962702841395,2700000,3300000,9400000,3700000,0
2225,4,1,0,-0.7336952779901512,-0.8773704899858752,2,0.46438057369586727,900000,3400000,9600000,1700000,0
2226,5,1,1,0.6915618851605387,1.3012778480707838,4,1.6766058089800895,1400000,4200000,22400000,7400000,0
2227,1,1,1,-1.6601124340380997,-1.5077408213017613,16,0.5107815396397609,400000,300000,1200000,200000,0
2228,5,1,0,0.050196161742728264,-0.15852712971337352,16,-0.3998374170091524,8800000,4500000,15700000,2900000,1
2229,3,0,0,-0.6268009907538495,-0.4460644738223742,2,0.3483781588361331,6500000,3700000,12300000,4500000,0
2230,1,1,1,-0.9474838524627548,-0.700424432072644,18,-1.0784515439385973,3600000,2200000,7100000,2500000,1
2231,4,0,1,0.26398473621533175,0.07371457129774242,14,-0.4172377792381125,6300000,100000,21400000,8700000,1
2232,4,1,1,1.5467161830509528,0.5381979733199743,12,1.2589971154850463,3600000,1600000,34400000,8000000,0
2233,2,1,0,0.37087902345163354,0.018418928199857684,2,1.1545949421112855,7100000,5500000,17800000,5300000,0
2234,1,0,1,0.869719030554375,0.6930257739940515,20,0.31937755512119953,13000000,10300000,28100000,8100000,0
2235,2,1,0,-0.3417495581237115,0.11795108577605022,6,-0.3128356058643518,3500000,3100000,15100000,3700000,1
2236,3,1,0,1.2260333213420476,1.7325838642342848,14,0.8413884219900034,11000000,8200000,19400000,7200000,0
2237,0,0,0,-0.27048669996617697,0.19536498611308886,8,1.647605205265156,6500000,5400000,12000000,3700000,0
2238,5,1,0,1.5110847539721854,0.7593805457115133,4,1.2879977191999799,20900000,10000000,24200000,12100000,0
2239,4,1,0,0.3352475943728663,0.39442930126547393,2,0.13377369134562486,4300000,4000000,19100000,5700000,0
2240,1,1,1,0.0858275908214955,0.4165475585046278,16,-1.385857943316893,300000,5000000,11900000,5500000,1
2241,5,1,1,0.8340876014756078,0.11795108577605022,2,1.0327924065085647,17000000,2700000,19400000,9200000,0
2242,1,1,1,-1.410692430486729,-1.2533808630514915,8,1.0385925272515515,600000,1800000,4000000,1600000,0
2243,1,0,1,0.5490361688454698,0.615611873657013,4,-0.03442981020098971,4800000,200000,26400000,8900000,0
2244,3,0,0,1.119139034105746,1.4561056487448611,2,-0.4056375377521391,15000000,10500000,20200000,12100000,0
2245,3,1,0,-0.6268009907538495,-0.6451287889747592,12,-1.6004624108074013,5300000,2600000,7500000,2000000,1
2246,4,0,1,-0.9118524233839875,-0.6783061748334901,10,-1.1944539587983316,6700000,2000000,7300000,3000000,1
2247,3,0,1,-0.6268009907538495,-0.5234783741594128,12,1.2531969947420598,7100000,6300000,11800000,4900000,0
2248,5,1,0,-1.4463238595654964,-1.4192677923451458,16,-1.026250457251717,1700000,700000,2900000,1400000,1
2249,5,0,1,0.40651045253040075,-0.25805928728956606,2,-0.3534364510652587,5600000,9800000,22300000,4800000,1
2250,1,0,0,0.6915618851605387,0.6487892595157437,20,-0.26643463992045807,16900000,6600000,14600000,5600000,0
2251,2,0,1,0.6915618851605387,0.4276066871242048,6,-0.4462383829530461,5300000,9300000,25800000,9500000,1
2252,1,1,1,0.0858275908214955,-0.34653231624618164,10,1.4620013414895812,400000,10400000,18900000,5000000,0
2253,0,1,1,-1.1612724269353583,-1.2644399916710685,2,-0.5506405563268069,3900000,2400000,4500000,1400000,1
2254,0,0,1,-0.9831152815415221,-0.7999565896488365,10,-0.98564961205081,6600000,2800000,8100000,1900000,1
2255,2,0,0,-0.37738098720247876,-0.6561879175943363,16,1.067593130966485,3200000,600000,13000000,4900000,0
2256,1,1,0,1.3685590376571166,0.9805631181030523,6,-1.2756556492001454,16500000,7400000,27700000,7500000,1
2257,3,0,0,1.0478761759482114,0.383370172645897,20,-0.20263331174760427,1600000,8600000,22500000,9400000,0
2258,4,0,1,1.012244746869444,1.3012778480707838,14,-0.8928476801630226,17900000,7300000,16500000,8200000,1
2259,5,0,1,0.5846675979242371,0.5603162305591282,8,-1.124852509882491,6900000,4900000,15300000,7100000,1
2260,4,1,0,-0.9474838524627548,-1.0100800334207987,6,0.649984437471442,6800000,2200000,6000000,1200000,0
2261,4,1,0,1.2616647504208147,0.825735317428975,14,0.748586490102216,300000,16200000,20500000,11900000,0
2262,1,1,1,0.0858275908214955,-0.05899497213718096,20,-0.5332401940978467,11200000,2800000,17000000,4600000,1
2263,0,0,0,0.8340876014756078,1.0800952756792448,20,0.2787767099202926,7100000,7900000,23300000,6200000,0
2264,0,1,1,1.297296179499582,0.39442930126547393,10,-1.4728597544616935,1200000,1800000,30700000,8200000,1
2265,5,0,0,1.119139034105746,0.37231104402632004,4,-1.1944539587983316,9600000,5700000,27400000,11100000,1
2266,0,1,1,-0.4842752744387805,-0.6008922744964514,12,-0.5738410392987536,2600000,6600000,9200000,4600000,1
2267,5,1,1,1.4754533248934183,2.340835938311017,2,0.31937755512119953,3000000,1200000,32200000,8700000,0
2268,4,1,0,0.37087902345163354,0.6377301308961668,4,0.3599784003221065,10200000,7000000,23300000,4100000,0
2269,2,0,1,1.3329276085783492,1.7325838642342848,20,1.2763974777140066,700000,4800000,25900000,12700000,0
2270,5,1,0,1.4754533248934183,0.4165475585046278,10,-0.45783862443901946,8300000,14500000,23400000,6900000,1
2271,3,0,0,0.7628247433180733,1.4118691342665532,12,-0.7362444201023816,21100000,8800000,27800000,8700000,1
2272,1,0,0,-1.5888495758805652,-1.540918207160492,10,-0.22583379471955112,900000,300000,1400000,600000,0
2273,5,0,0,1.0478761759482114,0.8810309605268597,20,-0.805845869018222,5900000,2400000,29300000,7200000,1
2274,4,0,1,0.6559304560817715,-0.14746800109379654,16,0.6673847997004021,2100000,6100000,20900000,8200000,0
2275,0,1,1,-0.27048669996617697,0.05159631405858853,18,-0.9276484046209429,6200000,1300000,10000000,4700000,1
2276,3,1,1,1.2260333213420476,1.0800952756792448,18,0.8645889049619502,9600000,1200000,31700000,10100000,0
2277,4,1,0,1.2616647504208147,0.2506606292109736,2,1.0849934931954452,11700000,10600000,18400000,10600000,0
2278,3,0,0,0.442141881609168,-0.1364088724742196,18,0.8587887842189635,17700000,8800000,21700000,8600000,0
2279,3,1,1,0.26398473621533175,-0.16958625833295046,12,-1.6178627730363613,1700000,3300000,22300000,3400000,1
2280,3,0,1,-1.4463238595654964,-1.4192677923451458,10,-1.722264946410122,1000000,400000,2500000,1000000,1
2281,0,1,1,-1.1969038560141254,-1.0764348051382602,8,0.4759808151818407,2400000,1000000,3900000,2100000,0
2282,2,1,0,-0.6624324198326168,-0.7225426893117979,18,0.2207755024904255,1000000,4900000,8600000,3500000,0
2283,0,0,1,0.869719030554375,0.16218760025435802,14,-0.9276484046209429,17200000,14500000,24100000,10300000,1
2284,1,1,1,-1.0900095687778237,-0.9437252617033369,10,1.5838038770923022,1400000,200000,6300000,2400000,0
2285,3,1,0,1.4398218958146511,0.5050205874612435,20,-0.945048766849903,6300000,13700000,23700000,12900000,1
2286,4,0,1,1.1904018922632802,0.5050205874612435,8,1.1371945798823255,17900000,9200000,20200000,7700000,0
2287,4,0,0,0.727193314239306,1.3344552339295146,16,1.2995979606859533,2400000,8000000,22400000,3900000,0
2288,2,1,0,-1.7313752921956342,-1.5851547216388,6,-1.5192607204055872,100000,0,400000,100000,1
2289,0,1,1,-0.02106669641480624,-0.025817586278450114,12,-0.14463210431773718,12800000,1500000,12300000,6600000,0
2290,0,1,1,-0.1992238418086425,0.19536498611308886,8,1.0037918027936312,6300000,6800000,14000000,6000000,0
2291,2,1,1,0.01456473266396101,0.5050205874612435,2,0.7717869730741629,0,4500000,12900000,6200000,0
2292,3,0,1,-0.3417495581237115,-0.501360116920259,14,-0.7246441786164081,5400000,4300000,13900000,4500000,1
2293,1,1,0,0.7628247433180733,-0.014758457658873165,10,0.44698021146690714,10600000,3900000,24500000,4100000,0
2294,3,1,0,0.9766133177906767,0.28383801506970446,6,-1.142252872111451,12600000,3700000,24700000,10000000,1
2295,3,0,1,0.869719030554375,1.1243317901575527,12,0.968991078335711,13200000,10800000,19400000,9600000,0
2296,3,0,1,0.47777331068793527,0.6487892595157437,2,1.2357966325130996,3900000,10900000,20500000,4400000,0
2297,4,0,0,0.6915618851605387,1.1685683046358604,20,-0.017029447972029585,19900000,13500000,27500000,10100000,0
2298,4,1,1,1.4041904667358838,1.7657612500930155,8,1.7172066541809965,7100000,4400000,23400000,13100000,0
2299,2,1,1,-0.23485527088740973,-0.1364088724742196,6,1.2183962702841395,13200000,4200000,15000000,5200000,0
2300,2,1,0,-1.4819552886442635,-1.4524451782038765,14,-1.525060841148574,1700000,0,2100000,600000,1
2301,1,0,0,1.6892418993660219,1.3012778480707838,18,1.1139940969103788,15900000,14100000,25200000,11900000,0
2302,4,1,0,-1.5888495758805652,-1.4966816926821844,6,1.067593130966485,300000,100000,1900000,500000,0
2303,5,0,1,1.6536104702872545,1.6551699638972461,12,-0.9624491290788632,19600000,17900000,21000000,6900000,1
2304,2,0,1,1.1904018922632802,1.9316481793866698,10,-1.2524551662281986,13900000,1600000,21600000,7000000,1
2305,1,0,0,1.154770463184513,1.0800952756792448,10,0.2439759854623723,11500000,15400000,21600000,5800000,0
2306,4,0,0,1.012244746869444,1.6330517066580923,8,-1.6584636182372683,22000000,4600000,26000000,8100000,1
2307,1,1,0,1.2616647504208147,1.1906865618750142,2,0.035171638714850795,3700000,14900000,32700000,12200000,0
2308,5,1,1,0.5846675979242371,0.2727788864501275,14,1.4098002548027009,12700000,200000,19500000,5600000,0
2309,0,0,0,-0.840589565226453,-0.8552522327467212,10,1.0327924065085647,6800000,800000,5600000,2800000,0
